"","OBJECTID","RIVER_ID","SEGMENT_ID","WSR_RIVER_NAME","WSR_RIVER_SHORTNAME","GNIS_NAME","CLASSIFICATION","SEGMENT_MILES","TOTAL_MILES","BEGINNING_POINT_NARRATIVE","ENDING_POINT_NARRATIVE","AGENCY","ORV_CULTURE","ORV_FISH","ORV_GEOLOGIC","ORV_HISTORIC","ORV_RECREATIONAL","ORV_SCENIC","ORV_WILDLIFE","STATE","ORV_OTHER","ORV_ID","ORV_LIST","SEGMENT_ACRES","ADMINISTRATIVE_UNIT","COUNTY","SHAPELEN"
"72",83,"112","112.2013","Smith Wild and Scenic River","Smith","Patrick Creek","Recreational",3.3,297.5,"Patrick Creek - Junction of East and West Forks of Patrick Creek","Confluence with Middle Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0537843897190871
"73",86,"112","112.2016","Smith Wild and Scenic River","Smith","Myrtle Creek","Scenic",3.5,297.5,"Myrtle Creek - Headwaters in section 9, T17N, R1E","Middle of section 28, T17N, R1E","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0573346220108952
"74",87,"112","112.2017","Smith Wild and Scenic River","Smith","Myrtle Creek","Wild",2.5,297.5,"Myrtle Creek - Middle of section 28, T17N, R1E","Confluence with Middle Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0506474745226413
"75",88,"113","113.2001","Smith Wild and Scenic River","Smith","North Fork Smith River","Wild",0.5,297.5,"North Fork Smith - California-Oregon State line","Confluence with unnamed tributary in NE 1/4 of section 5, T18N, R2E","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0110735712154206
"76",89,"113","113.2002","Smith Wild and Scenic River","Smith","North Fork Smith River","Scenic",1,297.5,"North Fork Smith - Confluence with unnamed tributary in NE 1/4 of section 5, T18N, R2E","Southern-most intersection with eastern section line of section 5, T18N, R2E","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0224270587299603
"77",90,"119","119.2001","Bear Creek Wild and Scenic River","Bear Creek","Bear Creek","Scenic",6.5,6.5,"Coates Highway","Manistee River","USFS","No","No","No","No","Yes","Yes","Yes","Michigan","","","Recreation, Scenery, Wildlife",NA," HURON MANISTEE NATIONAL FOREST","MANISTEE",0.147521265129952
"78",91,"12","12.1003","Snake Wild and Scenic River","Snake","Snake River","Scenic",NA,NA,"","","BLM","","","","","","","","Idaho & Oregon & Washington","","","",NA,"","Asotin WA; Garfield WA; Whitman WA; Nez Perce ID; Wallowa OR",0.967126499124796
"79",92,"12","12.2001","Snake Wild and Scenic River","Snake","Snake River","Wild",31.5,67.5,"Hells Canyon Dam","Upper Pittsburg Landing","USFS","Yes","Yes","Yes","No","Yes","Yes","Yes","Idaho & Oregon","Botany, Ecology","","Cultural, Fish, Geologic, Recreation, Scenery, Wildlife, Botany, Ecology",NA," WALLOWA WHITMAN NATIONAL FOREST","IDAHO, ID; ADAMS, ID; WALLOWA, OR",0.517749976596521
"80",93,"12","12.2002","Snake Wild and Scenic River","Snake","Snake River","Scenic",36,67.5,"Upper Pittburg Landing","Eastward extension of the north boundary of Section 1, T5N, R47E W.M.","USFS","Yes","Yes","Yes","No","Yes","Yes","Yes","Idaho & Oregon","Botany, Ecology","","Cultural, Fish, Geologic, Recreation, Scenery, Wildlife, Botany, Ecology",NA," WALLOWA WHITMAN NATIONAL FOREST","IDAHO, ID; NEZ PERCE, ID; WALLOWA, OR",0.632100725140998
"81",94,"120","120.2001","Black Wild and Scenic River","Black","Black River","Scenic",14,14,"Ottawa National Forest Boundary","Lake Superior","USFS","No","Yes","Yes","Yes","Yes","Yes","Yes","Michigan","","","Fish, Geologic, Historic, Recreation, Scenery, Wildlife",NA," OTTAWA NATIONAL FOREST","GOGEBIC",0.236864691145382
"82",95,"121","121.2002","Carp Wild and Scenic River","Carp","Carp River","Scenic",8.8,27.8,"West section line of section 30, T43N, R5W","Michigan State Highway 123","USFS","No","Yes","Yes","Yes","Yes","No","Yes","Michigan","Ecology","","Fish, Geologic, Historic, Recreation, Wildlife, Ecology",NA," HIAWATHA NATIONAL FOREST","MACKINAC",0.191582516112733
"83",96,"121","121.2003","Carp Wild and Scenic River","Carp","Carp River","Wild",7.5,27.8,"Michigan State Highway 123","One-quarter mile upstream of Forest Road 3119","USFS","No","Yes","Yes","Yes","Yes","No","Yes","Michigan","Ecology","","Fish, Geologic, Historic, Recreation, Wildlife, Ecology",NA," HIAWATHA NATIONAL FOREST","MACKINAC",0.151335968411769
"84",84,"112","112.2014","Smith Wild and Scenic River","Smith","Kelly Creek","Scenic",3.3,297.5,"Kelly Creek - Headwaters in section 32, T17N, R3E","Confluence with Middle Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0631988129210579
"85",85,"112","112.2015","Smith Wild and Scenic River","Smith","Hardscrabble Creek","Recreational",6.3,297.5,"Hardscrabble Creek - Headwaters in NE 1/4 of section 2, T17N, R1E","Confluence with Middle Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.111248408433846
"86",71,"112","112.2011","Smith Wild and Scenic River","Smith","West Fork Patrick Creek","Recreational",2.8,297.5,"West Fork Patrick Creek - Headwaters in section 18, T18N, R3E","East Fork Patrick Creek","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0445431533662192
"87",72,"113","113.2011","Smith Wild and Scenic River","Smith","Peridotite Creek","Wild",4.8,297.5,"Peridotite Creek - Headwaters in section 34, T18N, R2E","Confluence with North Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0959875747171987
"88",73,"113","113.2012","Smith Wild and Scenic River","Smith","Stony Creek","Scenic",3,297.5,"Stony Creek - Headwaters in section 25, T18N, R2E","Confluence with North Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.115584152876646
"89",74,"114","114.2001","Smith Wild and Scenic River","Smith","Siskiyou Fork","Wild",4.5,297.5,"Siskiyou Fork Smith - Headwaters about .7 miles southeast of Broken Rib Mountain","Confluence with South Siskiyou Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0915408742708765
"90",75,"114","114.2002","Smith Wild and Scenic River","Smith","Siskiyou Fork","Recreational",3.5,297.5,"Siskiyou Fork Smith - Confluence with South Siskiyou Fork Smith River","Confluence with Middle Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.074035412091106
"91",76,"114","114.2003","Smith Wild and Scenic River","Smith","South Siskiyou Fork","Wild",4.8,297.5,"South Siskiyou Fork Smith - Headwaters about .6 miles southwest of Buck Lake","Confluence with Siskiyou Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0886886916484077
"92",77,"115","115.2001","Smith Wild and Scenic River","Smith","South Fork Smith River","Wild",19,297.5,"South Fork Smith - Headwaters about .5 miles southwest of Bear Mountain","Blackhawk Bar","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.391440711208523
"93",78,"115","115.2002","Smith Wild and Scenic River","Smith","South Fork Smith River","Recreational",16.5,297.5,"South Fork Smith - Blackhawk Bar","Confluence with Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.310153589323436
"94",79,"115","115.2003","Smith Wild and Scenic River","Smith","Prescott Fork","Wild",6,297.5,"Prescott Fork Smith River - Headwaters about .5 miles southeast of Island Lake","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.129363997418776
"95",80,"115","115.2004","Smith Wild and Scenic River","Smith","Harrington Creek","Wild",6.5,297.5,"Harrington Creek - Source","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.129910843273733
"96",81,"112","112.2004","Smith Wild and Scenic River","Smith","Middle Fork Smith River","Recreational",25.3,297.5,"Middle Fork - One-half mile upstream from its confluence with Knopki Creek","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.479840163882804
"97",120,"124","124.2004","Ontonagon Wild and Scenic River","Ontonagon","Middle Branch Ontonagon River","Scenic",9,170,"Middle Branch - Burned Dam","Bond Falls Flowage","USFS","No","Yes","No","No","Yes","No","Yes","Michigan","","","Fish, Recreation, Wildlife",NA," OTTAWA NATIONAL FOREST","GOGEBIC, ONTONAGON",0.158523395418876
"98",121,"124","124.2005","Ontonagon Wild and Scenic River","Ontonagon","Middle Branch Ontonagon River","Recreational",8,170,"Middle Branch - Bond Falls","Agate Falls","USFS","No","Yes","Yes","No","Yes","Yes","Yes","Michigan","","","Fish, Geologic, Recreation, Scenery, Wildlife",NA," OTTAWA NATIONAL FOREST","ONTONAGON",0.147927068522589
"99",122,"124","124.2006","Ontonagon Wild and Scenic River","Ontonagon","Middle Branch Ontonagon River","Scenic",7,170,"Middle Branch - Agate Falls","Trout Creek","USFS","No","Yes","Yes","No","No","Yes","Yes","Michigan","","","Fish, Geologic, Scenery, Wildlife",NA," OTTAWA NATIONAL FOREST","ONTONAGON",0.124138438589972
"100",123,"124","124.2007","Ontonagon Wild and Scenic River","Ontonagon","Middle Branch Ontonagon River","Wild",20,170,"Middle Branch - Trout Creek","Northern boundary of Ottawa National Forest","USFS","No","Yes","Yes","No","No","Yes","Yes","Michigan","","","Fish, Geologic, Scenery, Wildlife",NA," OTTAWA NATIONAL FOREST","ONTONAGON",0.345972126656554
"101",124,"124","124.2008","Ontonagon Wild and Scenic River","Ontonagon","Cisco Branch Ontonagon River","Recreational",14,170,"Cisco Branch - Origin at Cisco Lake Dam","County Road 527 crossing","USFS","No","No","No","No","No","No","Yes","Michigan","","","Wildlife",NA," OTTAWA NATIONAL FOREST","GOGEBIC",0.242908819944281
"102",125,"124","124.2009","Ontonagon Wild and Scenic River","Ontonagon","Cisco Branch Ontonagon River","Scenic",19,170,"Cisco Branch - County Road 527 crossing","Ten-Mile Creek","USFS","No","Yes","No","No","No","Yes","Yes","Michigan","","","Fish, Scenery, Wildlife",NA," OTTAWA NATIONAL FOREST","GOGEBIC, ONTONAGON",0.33670714218965
"103",126,"124","124.2010","Ontonagon Wild and Scenic River","Ontonagon","West Branch Ontonagon River","Recreational",13,170,"West Branch - Cascade Falls ","South Branch Ontonagon ","USFS","No","Yes","Yes","No","No","Yes","Yes","Michigan","","","Fish, Geologic, Scenery, Wildlife",NA," OTTAWA NATIONAL FOREST","ONTONAGON",0.216510696896311
"104",127,"124","124.2011","Ontonagon Wild and Scenic River","Ontonagon","West Branch Ontonagon River","Recreational",5,170,"West Branch - South Branch Ontonagon ","Victoria Reservoir","USFS","No","Yes","Yes","No","No","Yes","Yes","Michigan","","","Fish, Geologic, Scenery, Wildlife",NA," OTTAWA NATIONAL FOREST","ONTONAGON",0.081135902685208
"105",128,"125","125.2001","Paint Wild and Scenic River","Paint","Paint River","Recreational",6,52,"Mainstem - Confluence of North and South Branches Paint","Ottawa National Forest Boundary","USFS","No","No","No","No","Yes","No","No","Michigan","","","Recreation",NA," OTTAWA NATIONAL FOREST","IRON",0.112829091312143
"106",129,"125","125.2002","Paint Wild and Scenic River","Paint","North Branch Paint River","Recreational",17,52,"North Branch - Origin at Mallard Lake","South Branch Paint","USFS","No","Yes","No","No","Yes","No","No","Michigan","","","Fish, Recreation",NA," OTTAWA NATIONAL FOREST","IRON",0.311847837955285
"107",130,"125","125.2003","Paint Wild and Scenic River","Paint","South Branch Paint River","Recreational",29,52,"South Branch - Orgin at Paint River Springs","North Branch Paint","USFS","No","Yes","No","No","Yes","No","Yes","Michigan","","","Fish, Recreation, Wildlife",NA," OTTAWA NATIONAL FOREST","GOGEBIC, IRON",0.532298765680956
"108",97,"121","121.2004","Carp Wild and Scenic River","Carp","Carp River","Scenic",0.5,27.8,"One-quarter mile upstream of Forest Road 3119","One-quarter mile downstream of Forest Road 3119","USFS","No","Yes","Yes","Yes","Yes","No","Yes","Michigan","Ecology","","Fish, Geologic, Historic, Recreation, Wildlife, Ecology",NA," HIAWATHA NATIONAL FOREST","MACKINAC",0.00914090076180879
"109",98,"121","121.2005","Carp Wild and Scenic River","Carp","Carp River","Wild",4.9,27.8,"One-quarter mile downstream of Forest Road 3119","McDonald Rapids","USFS","No","Yes","Yes","Yes","Yes","No","Yes","Michigan","Ecology","","Fish, Geologic, Historic, Recreation, Wildlife, Ecology",NA," HIAWATHA NATIONAL FOREST","MACKINAC",0.0830123937757495
"110",99,"121","121.2006","Carp Wild and Scenic River","Carp","Carp River","Recreational",6.1,27.8,"McDonald Rapids","Lake Huron","USFS","No","Yes","Yes","Yes","Yes","No","Yes","Michigan","Ecology","","Fish, Geologic, Historic, Recreation, Wildlife, Ecology",NA," HIAWATHA NATIONAL FOREST","MACKINAC",0.116205315070126
"111",100,"122","122.2001","Indian Wild and Scenic River","Indian","Indian River","Scenic",12,51,"Hovey Lake","Fish Lake","USFS","No","Yes","No","No","Yes","Yes","Yes","Michigan","Hydrology","","Fish, Recreation, Scenery, Wildlife, Hydrology",NA," HIAWATHA NATIONAL FOREST","ALGER",0.191823904922927
"112",101,"122","122.2002","Indian Wild and Scenic River","Indian","Indian River","Recreational",39,51,"Fish Lake","Indian Lake","USFS","No","Yes","No","No","Yes","Yes","Yes","Michigan","Hydrology","","Fish, Recreation, Scenery, Wildlife, Hydrology",NA," HIAWATHA NATIONAL FOREST","ALGER, SCHOOLCRAFT",0.688800815316985
"113",102,"123","123.2001","Manistee Wild and Scenic River","Manistee","Manistee River","Recreational",26,26,"Michigan DNR boat ramp below Tipppy Dam","Michigan State Highway 55 bridge","USFS","No","Yes","No","No","Yes","No","Yes","Michigan","","","Fish, Recreation, Wildlife",NA," HURON MANISTEE NATIONAL FOREST","MANISTEE",0.510757123634661
"114",103,"124","124.2001","Ontonagon Wild and Scenic River","Ontonagon","East Branch Ontonagon River","Recreational",29,170,"East Branch - Origin at Spring Lake","Unnamed stream in section 30, T48N, R37W","USFS","No","Yes","No","No","No","No","Yes","Michigan","","","Fish, Wildlife",NA," OTTAWA NATIONAL FOREST","HOUGHTON, IRON",0.511414448620538
"115",104,"115","115.2005","Smith Wild and Scenic River","Smith","Williams Creek","Wild",4.5,297.5,"Williams Creek - Headwaters in section 31, T14N, R4E","Confluence with Eightmile Creek","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0854103646397699
"116",105,"115","115.2006","Smith Wild and Scenic River","Smith","Eight Mile Creek","Wild",6.8,297.5,"Eightmile Creek - Headwaters in section 29, T14N, R4E","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.126596360211819
"117",106,"115","115.2007","Smith Wild and Scenic River","Smith","Quartz Creek","Recreational",7.3,297.5,"Quartz Creek - Headwaters in section 31, T16N, R4E","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.134784185228302
"118",107,"115","115.2008","Smith Wild and Scenic River","Smith","Buck Creek","Scenic",5,297.5,"Buck Creek - Headwaters at Cedar Camp Spring","Northeast corner of section 8, T14N, R3E","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0686129524892461
"119",108,"115","115.2009","Smith Wild and Scenic River","Smith","Buck Creek","Wild",1.8,297.5,"Buck Creek - Northeast corner of section 8, T14N, R3E","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0524678825903046
"120",109,"115","115.2010","Smith Wild and Scenic River","Smith","Blackhawk Creek","Recreational",2,297.5,"Blackhawk Creek - Headwaters in section 21, T15N, R2E","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0410603964955378
"121",110,"115","115.2011","Smith Wild and Scenic River","Smith","Muzzleloader Creek","Recreational",2.8,297.5,"Muzzleloader Creek - Headwaters in section 2, T15N, R3E","Confluence with Jones Creek","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0603026564003573
"122",111,"115","115.2012","Smith Wild and Scenic River","Smith","Jones Creek","Recreational",11.8,297.5,"Jones Creek - Headwaters in section 36, T16N, R3E","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.229752159950469
"123",112,"115","115.2013","Smith Wild and Scenic River","Smith","Hurdygurdy Creek","Recreational",14.3,297.5,"Hurdygurdy Creek - Headwaters about .4 miles southwest of Bear Basin Butte","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.277954122419534
"124",113,"115","115.2014","Smith Wild and Scenic River","Smith","East Fork Goose Creek","Recreational",6.5,297.5,"East Fork Goose Creek - Headwaters in section 18, T13N, R3E","Confluence with Goose Creek","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.124299680139618
"125",114,"115","115.2015","Smith Wild and Scenic River","Smith","Goose Creek","Recreational",15,297.5,"Goose Creek - Headwaters in section 13, T13N, R2E","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.290669781560088
"126",115,"115","115.2016","Smith Wild and Scenic River","Smith","Canthook Creek","Recreational",2.5,297.5,"Canthook Creek - Headwaters in section 2, T15N, R2E","Confluence with South Fork Smith River","USFS","No","Yes","Yes","No","Yes","Yes","No","California","","","Fish, Geologic, Recreation, Scenery",NA,"","",0.0522102694381163
